"message","expected_label","source"
"We noticed unusual activity on your payroll profile, so please re-check your employee portal details today to avoid a temporary hold. Stress spam case 81 with reference batch-1081.","spam","batch"
"Your subscription discount is waiting, but the confirmation form closes tonight and needs your card details to keep the offer active. Stress spam case 82 with reference batch-1082.","spam","batch"
"A courier attempted delivery this morning, and the parcel can still be released after a small address verification payment. Stress spam case 83 with reference batch-1083.","spam","batch"
"The finance desk could not process your reimbursement because the banking form was incomplete, so resubmit it using the secure page below. Stress spam case 84 with reference batch-1084.","spam","batch"
"A customer support audit flagged your account session as expired, and your access may be limited unless you confirm your password reset now. Stress spam case 85 with reference batch-1085.","spam","batch"
"Your tax refund review is complete, and the transfer can be released once you verify your identity through the attached claim page. Stress spam case 86 with reference batch-1086.","spam","batch"
"The shared drive message quota has been exceeded, and incoming files may bounce back until you sign in to refresh your storage. Stress spam case 87 with reference batch-1087.","spam","batch"
"Your university fee receipt is ready, but the records team needs immediate confirmation of the payment link before the deadline passes. Stress spam case 88 with reference batch-1088.","spam","batch"
"Security monitoring detected a sign-in from a new region, and your mailbox will stay restricted until ownership is confirmed. Stress spam case 89 with reference batch-1089.","spam","batch"
"You have been shortlisted for a loyalty rebate, and the last step is to submit your contact and banking details for approval. Stress spam case 90 with reference batch-1090.","spam","batch"
"We noticed unusual activity on your payroll profile, so please re-check your employee portal details today to avoid a temporary hold. Stress spam case 91 with reference batch-1091.","spam","batch"
"Your subscription discount is waiting, but the confirmation form closes tonight and needs your card details to keep the offer active. Stress spam case 92 with reference batch-1092.","spam","batch"
"A courier attempted delivery this morning, and the parcel can still be released after a small address verification payment. Stress spam case 93 with reference batch-1093.","spam","batch"
"The finance desk could not process your reimbursement because the banking form was incomplete, so resubmit it using the secure page below. Stress spam case 94 with reference batch-1094.","spam","batch"
"A customer support audit flagged your account session as expired, and your access may be limited unless you confirm your password reset now. Stress spam case 95 with reference batch-1095.","spam","batch"
"Your tax refund review is complete, and the transfer can be released once you verify your identity through the attached claim page. Stress spam case 96 with reference batch-1096.","spam","batch"
"The shared drive message quota has been exceeded, and incoming files may bounce back until you sign in to refresh your storage. Stress spam case 97 with reference batch-1097.","spam","batch"
"Your university fee receipt is ready, but the records team needs immediate confirmation of the payment link before the deadline passes. Stress spam case 98 with reference batch-1098.","spam","batch"
"Security monitoring detected a sign-in from a new region, and your mailbox will stay restricted until ownership is confirmed. Stress spam case 99 with reference batch-1099.","spam","batch"
"You have been shortlisted for a loyalty rebate, and the last step is to submit your contact and banking details for approval. Stress spam case 100 with reference batch-1100.","spam","batch"
"We noticed unusual activity on your payroll profile, so please re-check your employee portal details today to avoid a temporary hold. Stress spam case 101 with reference batch-1101.","spam","batch"
"Your subscription discount is waiting, but the confirmation form closes tonight and needs your card details to keep the offer active. Stress spam case 102 with reference batch-1102.","spam","batch"
"A courier attempted delivery this morning, and the parcel can still be released after a small address verification payment. Stress spam case 103 with reference batch-1103.","spam","batch"
"The finance desk could not process your reimbursement because the banking form was incomplete, so resubmit it using the secure page below. Stress spam case 104 with reference batch-1104.","spam","batch"
"A customer support audit flagged your account session as expired, and your access may be limited unless you confirm your password reset now. Stress spam case 105 with reference batch-1105.","spam","batch"
"Your tax refund review is complete, and the transfer can be released once you verify your identity through the attached claim page. Stress spam case 106 with reference batch-1106.","spam","batch"
"The shared drive message quota has been exceeded, and incoming files may bounce back until you sign in to refresh your storage. Stress spam case 107 with reference batch-1107.","spam","batch"
"Your university fee receipt is ready, but the records team needs immediate confirmation of the payment link before the deadline passes. Stress spam case 108 with reference batch-1108.","spam","batch"
"Security monitoring detected a sign-in from a new region, and your mailbox will stay restricted until ownership is confirmed. Stress spam case 109 with reference batch-1109.","spam","batch"
"You have been shortlisted for a loyalty rebate, and the last step is to submit your contact and banking details for approval. Stress spam case 110 with reference batch-1110.","spam","batch"
"We noticed unusual activity on your payroll profile, so please re-check your employee portal details today to avoid a temporary hold. Stress spam case 111 with reference batch-1111.","spam","batch"
"Your subscription discount is waiting, but the confirmation form closes tonight and needs your card details to keep the offer active. Stress spam case 112 with reference batch-1112.","spam","batch"
"A courier attempted delivery this morning, and the parcel can still be released after a small address verification payment. Stress spam case 113 with reference batch-1113.","spam","batch"
"The finance desk could not process your reimbursement because the banking form was incomplete, so resubmit it using the secure page below. Stress spam case 114 with reference batch-1114.","spam","batch"
"A customer support audit flagged your account session as expired, and your access may be limited unless you confirm your password reset now. Stress spam case 115 with reference batch-1115.","spam","batch"
"Your tax refund review is complete, and the transfer can be released once you verify your identity through the attached claim page. Stress spam case 116 with reference batch-1116.","spam","batch"
"The shared drive message quota has been exceeded, and incoming files may bounce back until you sign in to refresh your storage. Stress spam case 117 with reference batch-1117.","spam","batch"
"Your university fee receipt is ready, but the records team needs immediate confirmation of the payment link before the deadline passes. Stress spam case 118 with reference batch-1118.","spam","batch"
"Security monitoring detected a sign-in from a new region, and your mailbox will stay restricted until ownership is confirmed. Stress spam case 119 with reference batch-1119.","spam","batch"
"You have been shortlisted for a loyalty rebate, and the last step is to submit your contact and banking details for approval. Stress spam case 120 with reference batch-1120.","spam","batch"
"We noticed unusual activity on your payroll profile, so please re-check your employee portal details today to avoid a temporary hold. Stress spam case 121 with reference batch-1121.","spam","batch"
"Your subscription discount is waiting, but the confirmation form closes tonight and needs your card details to keep the offer active. Stress spam case 122 with reference batch-1122.","spam","batch"
"A courier attempted delivery this morning, and the parcel can still be released after a small address verification payment. Stress spam case 123 with reference batch-1123.","spam","batch"
"The finance desk could not process your reimbursement because the banking form was incomplete, so resubmit it using the secure page below. Stress spam case 124 with reference batch-1124.","spam","batch"
"A customer support audit flagged your account session as expired, and your access may be limited unless you confirm your password reset now. Stress spam case 125 with reference batch-1125.","spam","batch"
"Your tax refund review is complete, and the transfer can be released once you verify your identity through the attached claim page. Stress spam case 126 with reference batch-1126.","spam","batch"
"The shared drive message quota has been exceeded, and incoming files may bounce back until you sign in to refresh your storage. Stress spam case 127 with reference batch-1127.","spam","batch"
"Your university fee receipt is ready, but the records team needs immediate confirmation of the payment link before the deadline passes. Stress spam case 128 with reference batch-1128.","spam","batch"
"Security monitoring detected a sign-in from a new region, and your mailbox will stay restricted until ownership is confirmed. Stress spam case 129 with reference batch-1129.","spam","batch"
"You have been shortlisted for a loyalty rebate, and the last step is to submit your contact and banking details for approval. Stress spam case 130 with reference batch-1130.","spam","batch"
"We noticed unusual activity on your payroll profile, so please re-check your employee portal details today to avoid a temporary hold. Stress spam case 131 with reference batch-1131.","spam","batch"
"Your subscription discount is waiting, but the confirmation form closes tonight and needs your card details to keep the offer active. Stress spam case 132 with reference batch-1132.","spam","batch"
"A courier attempted delivery this morning, and the parcel can still be released after a small address verification payment. Stress spam case 133 with reference batch-1133.","spam","batch"
"The finance desk could not process your reimbursement because the banking form was incomplete, so resubmit it using the secure page below. Stress spam case 134 with reference batch-1134.","spam","batch"
"A customer support audit flagged your account session as expired, and your access may be limited unless you confirm your password reset now. Stress spam case 135 with reference batch-1135.","spam","batch"
"Your tax refund review is complete, and the transfer can be released once you verify your identity through the attached claim page. Stress spam case 136 with reference batch-1136.","spam","batch"
"The shared drive message quota has been exceeded, and incoming files may bounce back until you sign in to refresh your storage. Stress spam case 137 with reference batch-1137.","spam","batch"
"Your university fee receipt is ready, but the records team needs immediate confirmation of the payment link before the deadline passes. Stress spam case 138 with reference batch-1138.","spam","batch"
"Security monitoring detected a sign-in from a new region, and your mailbox will stay restricted until ownership is confirmed. Stress spam case 139 with reference batch-1139.","spam","batch"
"You have been shortlisted for a loyalty rebate, and the last step is to submit your contact and banking details for approval. Stress spam case 140 with reference batch-1140.","spam","batch"
"We noticed unusual activity on your payroll profile, so please re-check your employee portal details today to avoid a temporary hold. Stress spam case 141 with reference batch-1141.","spam","batch"
"Your subscription discount is waiting, but the confirmation form closes tonight and needs your card details to keep the offer active. Stress spam case 142 with reference batch-1142.","spam","batch"
"A courier attempted delivery this morning, and the parcel can still be released after a small address verification payment. Stress spam case 143 with reference batch-1143.","spam","batch"
"The finance desk could not process your reimbursement because the banking form was incomplete, so resubmit it using the secure page below. Stress spam case 144 with reference batch-1144.","spam","batch"
"A customer support audit flagged your account session as expired, and your access may be limited unless you confirm your password reset now. Stress spam case 145 with reference batch-1145.","spam","batch"
"Your tax refund review is complete, and the transfer can be released once you verify your identity through the attached claim page. Stress spam case 146 with reference batch-1146.","spam","batch"
"The shared drive message quota has been exceeded, and incoming files may bounce back until you sign in to refresh your storage. Stress spam case 147 with reference batch-1147.","spam","batch"
"Your university fee receipt is ready, but the records team needs immediate confirmation of the payment link before the deadline passes. Stress spam case 148 with reference batch-1148.","spam","batch"
"Security monitoring detected a sign-in from a new region, and your mailbox will stay restricted until ownership is confirmed. Stress spam case 149 with reference batch-1149.","spam","batch"
"You have been shortlisted for a loyalty rebate, and the last step is to submit your contact and banking details for approval. Stress spam case 150 with reference batch-1150.","spam","batch"
"We noticed unusual activity on your payroll profile, so please re-check your employee portal details today to avoid a temporary hold. Stress spam case 151 with reference batch-1151.","spam","batch"
"Your subscription discount is waiting, but the confirmation form closes tonight and needs your card details to keep the offer active. Stress spam case 152 with reference batch-1152.","spam","batch"
"A courier attempted delivery this morning, and the parcel can still be released after a small address verification payment. Stress spam case 153 with reference batch-1153.","spam","batch"
"The finance desk could not process your reimbursement because the banking form was incomplete, so resubmit it using the secure page below. Stress spam case 154 with reference batch-1154.","spam","batch"
"A customer support audit flagged your account session as expired, and your access may be limited unless you confirm your password reset now. Stress spam case 155 with reference batch-1155.","spam","batch"
"Your tax refund review is complete, and the transfer can be released once you verify your identity through the attached claim page. Stress spam case 156 with reference batch-1156.","spam","batch"
"The shared drive message quota has been exceeded, and incoming files may bounce back until you sign in to refresh your storage. Stress spam case 157 with reference batch-1157.","spam","batch"
"Your university fee receipt is ready, but the records team needs immediate confirmation of the payment link before the deadline passes. Stress spam case 158 with reference batch-1158.","spam","batch"
"Security monitoring detected a sign-in from a new region, and your mailbox will stay restricted until ownership is confirmed. Stress spam case 159 with reference batch-1159.","spam","batch"
"You have been shortlisted for a loyalty rebate, and the last step is to submit your contact and banking details for approval. Stress spam case 160 with reference batch-1160.","spam","batch"
"We noticed unusual activity on your payroll profile, so please re-check your employee portal details today to avoid a temporary hold. Stress spam case 161 with reference batch-1161.","spam","batch"
"Your subscription discount is waiting, but the confirmation form closes tonight and needs your card details to keep the offer active. Stress spam case 162 with reference batch-1162.","spam","batch"
"A courier attempted delivery this morning, and the parcel can still be released after a small address verification payment. Stress spam case 163 with reference batch-1163.","spam","batch"
"The finance desk could not process your reimbursement because the banking form was incomplete, so resubmit it using the secure page below. Stress spam case 164 with reference batch-1164.","spam","batch"
"A customer support audit flagged your account session as expired, and your access may be limited unless you confirm your password reset now. Stress spam case 165 with reference batch-1165.","spam","batch"
"Your tax refund review is complete, and the transfer can be released once you verify your identity through the attached claim page. Stress spam case 166 with reference batch-1166.","spam","batch"
"The shared drive message quota has been exceeded, and incoming files may bounce back until you sign in to refresh your storage. Stress spam case 167 with reference batch-1167.","spam","batch"
"Your university fee receipt is ready, but the records team needs immediate confirmation of the payment link before the deadline passes. Stress spam case 168 with reference batch-1168.","spam","batch"
"Security monitoring detected a sign-in from a new region, and your mailbox will stay restricted until ownership is confirmed. Stress spam case 169 with reference batch-1169.","spam","batch"
"You have been shortlisted for a loyalty rebate, and the last step is to submit your contact and banking details for approval. Stress spam case 170 with reference batch-1170.","spam","batch"
"We noticed unusual activity on your payroll profile, so please re-check your employee portal details today to avoid a temporary hold. Stress spam case 171 with reference batch-1171.","spam","batch"
"Your subscription discount is waiting, but the confirmation form closes tonight and needs your card details to keep the offer active. Stress spam case 172 with reference batch-1172.","spam","batch"
"A courier attempted delivery this morning, and the parcel can still be released after a small address verification payment. Stress spam case 173 with reference batch-1173.","spam","batch"
"The finance desk could not process your reimbursement because the banking form was incomplete, so resubmit it using the secure page below. Stress spam case 174 with reference batch-1174.","spam","batch"
"A customer support audit flagged your account session as expired, and your access may be limited unless you confirm your password reset now. Stress spam case 175 with reference batch-1175.","spam","batch"
"Your tax refund review is complete, and the transfer can be released once you verify your identity through the attached claim page. Stress spam case 176 with reference batch-1176.","spam","batch"
"The shared drive message quota has been exceeded, and incoming files may bounce back until you sign in to refresh your storage. Stress spam case 177 with reference batch-1177.","spam","batch"
"Your university fee receipt is ready, but the records team needs immediate confirmation of the payment link before the deadline passes. Stress spam case 178 with reference batch-1178.","spam","batch"
"Security monitoring detected a sign-in from a new region, and your mailbox will stay restricted until ownership is confirmed. Stress spam case 179 with reference batch-1179.","spam","batch"
"You have been shortlisted for a loyalty rebate, and the last step is to submit your contact and banking details for approval. Stress spam case 180 with reference batch-1180.","spam","batch"
"We noticed unusual activity on your payroll profile, so please re-check your employee portal details today to avoid a temporary hold. Stress spam case 181 with reference batch-1181.","spam","batch"
"Your subscription discount is waiting, but the confirmation form closes tonight and needs your card details to keep the offer active. Stress spam case 182 with reference batch-1182.","spam","batch"
"A courier attempted delivery this morning, and the parcel can still be released after a small address verification payment. Stress spam case 183 with reference batch-1183.","spam","batch"
"The finance desk could not process your reimbursement because the banking form was incomplete, so resubmit it using the secure page below. Stress spam case 184 with reference batch-1184.","spam","batch"
"A customer support audit flagged your account session as expired, and your access may be limited unless you confirm your password reset now. Stress spam case 185 with reference batch-1185.","spam","batch"
"Your tax refund review is complete, and the transfer can be released once you verify your identity through the attached claim page. Stress spam case 186 with reference batch-1186.","spam","batch"
"The shared drive message quota has been exceeded, and incoming files may bounce back until you sign in to refresh your storage. Stress spam case 187 with reference batch-1187.","spam","batch"
"Your university fee receipt is ready, but the records team needs immediate confirmation of the payment link before the deadline passes. Stress spam case 188 with reference batch-1188.","spam","batch"
"Security monitoring detected a sign-in from a new region, and your mailbox will stay restricted until ownership is confirmed. Stress spam case 189 with reference batch-1189.","spam","batch"
"You have been shortlisted for a loyalty rebate, and the last step is to submit your contact and banking details for approval. Stress spam case 190 with reference batch-1190.","spam","batch"
"We noticed unusual activity on your payroll profile, so please re-check your employee portal details today to avoid a temporary hold. Stress spam case 191 with reference batch-1191.","spam","batch"
"Your subscription discount is waiting, but the confirmation form closes tonight and needs your card details to keep the offer active. Stress spam case 192 with reference batch-1192.","spam","batch"
"A courier attempted delivery this morning, and the parcel can still be released after a small address verification payment. Stress spam case 193 with reference batch-1193.","spam","batch"
"The finance desk could not process your reimbursement because the banking form was incomplete, so resubmit it using the secure page below. Stress spam case 194 with reference batch-1194.","spam","batch"
"A customer support audit flagged your account session as expired, and your access may be limited unless you confirm your password reset now. Stress spam case 195 with reference batch-1195.","spam","batch"
"Your tax refund review is complete, and the transfer can be released once you verify your identity through the attached claim page. Stress spam case 196 with reference batch-1196.","spam","batch"
"The shared drive message quota has been exceeded, and incoming files may bounce back until you sign in to refresh your storage. Stress spam case 197 with reference batch-1197.","spam","batch"
"Your university fee receipt is ready, but the records team needs immediate confirmation of the payment link before the deadline passes. Stress spam case 198 with reference batch-1198.","spam","batch"
"Security monitoring detected a sign-in from a new region, and your mailbox will stay restricted until ownership is confirmed. Stress spam case 199 with reference batch-1199.","spam","batch"
"You have been shortlisted for a loyalty rebate, and the last step is to submit your contact and banking details for approval. Stress spam case 200 with reference batch-1200.","spam","batch"
"We noticed unusual activity on your payroll profile, so please re-check your employee portal details today to avoid a temporary hold. Stress spam case 201 with reference batch-1201.","spam","batch"
"Your subscription discount is waiting, but the confirmation form closes tonight and needs your card details to keep the offer active. Stress spam case 202 with reference batch-1202.","spam","batch"
"A courier attempted delivery this morning, and the parcel can still be released after a small address verification payment. Stress spam case 203 with reference batch-1203.","spam","batch"
"The finance desk could not process your reimbursement because the banking form was incomplete, so resubmit it using the secure page below. Stress spam case 204 with reference batch-1204.","spam","batch"
"A customer support audit flagged your account session as expired, and your access may be limited unless you confirm your password reset now. Stress spam case 205 with reference batch-1205.","spam","batch"
"Your tax refund review is complete, and the transfer can be released once you verify your identity through the attached claim page. Stress spam case 206 with reference batch-1206.","spam","batch"
"The shared drive message quota has been exceeded, and incoming files may bounce back until you sign in to refresh your storage. Stress spam case 207 with reference batch-1207.","spam","batch"
"Your university fee receipt is ready, but the records team needs immediate confirmation of the payment link before the deadline passes. Stress spam case 208 with reference batch-1208.","spam","batch"
"Security monitoring detected a sign-in from a new region, and your mailbox will stay restricted until ownership is confirmed. Stress spam case 209 with reference batch-1209.","spam","batch"
"You have been shortlisted for a loyalty rebate, and the last step is to submit your contact and banking details for approval. Stress spam case 210 with reference batch-1210.","spam","batch"
"We noticed unusual activity on your payroll profile, so please re-check your employee portal details today to avoid a temporary hold. Stress spam case 211 with reference batch-1211.","spam","batch"
"Your subscription discount is waiting, but the confirmation form closes tonight and needs your card details to keep the offer active. Stress spam case 212 with reference batch-1212.","spam","batch"
"A courier attempted delivery this morning, and the parcel can still be released after a small address verification payment. Stress spam case 213 with reference batch-1213.","spam","batch"
"The finance desk could not process your reimbursement because the banking form was incomplete, so resubmit it using the secure page below. Stress spam case 214 with reference batch-1214.","spam","batch"
"A customer support audit flagged your account session as expired, and your access may be limited unless you confirm your password reset now. Stress spam case 215 with reference batch-1215.","spam","batch"
"Your tax refund review is complete, and the transfer can be released once you verify your identity through the attached claim page. Stress spam case 216 with reference batch-1216.","spam","batch"
"The shared drive message quota has been exceeded, and incoming files may bounce back until you sign in to refresh your storage. Stress spam case 217 with reference batch-1217.","spam","batch"
"Your university fee receipt is ready, but the records team needs immediate confirmation of the payment link before the deadline passes. Stress spam case 218 with reference batch-1218.","spam","batch"
