"message","expected_label","source"
"You have been selected for a bonus voucher. Open this link to receive it. Ref #44","spam","batch"
"Final warning: your parcel delivery failed. Pay the fee using this secure link. Ref #45","spam","batch"
"Congratulations! You won a free iPhone. Click the link to claim your prize now. Ref #46","spam","batch"
"Urgent notice: your bank account is locked. Verify your identity immediately here. Ref #47","spam","batch"
"Limited-time offer! Get a cash reward today by submitting your details now. Ref #48","spam","batch"
"You have been selected for a bonus voucher. Open this link to receive it. Ref #49","spam","batch"
"Final warning: your parcel delivery failed. Pay the fee using this secure link. Ref #50","spam","batch"
"Team meeting has been moved to 3 PM tomorrow. Please confirm your availability. Ref #1","ham","batch"
"Can you review the attached report before our project check-in this afternoon? Ref #2","ham","batch"
"Dinner is still planned for 7 PM tonight, and I will book the usual table. Ref #3","ham","batch"
"Your library books are due next Monday, so please return them when convenient. Ref #4","ham","batch"
"Please remember to submit the lab worksheet before class starts tomorrow morning. Ref #5","ham","batch"
"Team meeting has been moved to 3 PM tomorrow. Please confirm your availability. Ref #6","ham","batch"
"Can you review the attached report before our project check-in this afternoon? Ref #7","ham","batch"
"Dinner is still planned for 7 PM tonight, and I will book the usual table. Ref #8","ham","batch"
"Your library books are due next Monday, so please return them when convenient. Ref #9","ham","batch"
"Please remember to submit the lab worksheet before class starts tomorrow morning. Ref #10","ham","batch"
"Team meeting has been moved to 3 PM tomorrow. Please confirm your availability. Ref #11","ham","batch"
"Can you review the attached report before our project check-in this afternoon? Ref #12","ham","batch"
"Dinner is still planned for 7 PM tonight, and I will book the usual table. Ref #13","ham","batch"
"Your library books are due next Monday, so please return them when convenient. Ref #14","ham","batch"
"Please remember to submit the lab worksheet before class starts tomorrow morning. Ref #15","ham","batch"
"Team meeting has been moved to 3 PM tomorrow. Please confirm your availability. Ref #16","ham","batch"
"Can you review the attached report before our project check-in this afternoon? Ref #17","ham","batch"
"Dinner is still planned for 7 PM tonight, and I will book the usual table. Ref #18","ham","batch"
"Your library books are due next Monday, so please return them when convenient. Ref #19","ham","batch"
"Please remember to submit the lab worksheet before class starts tomorrow morning. Ref #20","ham","batch"
"Team meeting has been moved to 3 PM tomorrow. Please confirm your availability. Ref #21","ham","batch"
"Can you review the attached report before our project check-in this afternoon? Ref #22","ham","batch"
"Dinner is still planned for 7 PM tonight, and I will book the usual table. Ref #23","ham","batch"
"Your library books are due next Monday, so please return them when convenient. Ref #24","ham","batch"
"Please remember to submit the lab worksheet before class starts tomorrow morning. Ref #25","ham","batch"
"Team meeting has been moved to 3 PM tomorrow. Please confirm your availability. Ref #26","ham","batch"
"Can you review the attached report before our project check-in this afternoon? Ref #27","ham","batch"
"Dinner is still planned for 7 PM tonight, and I will book the usual table. Ref #28","ham","batch"
"Your library books are due next Monday, so please return them when convenient. Ref #29","ham","batch"
"Please remember to submit the lab worksheet before class starts tomorrow morning. Ref #30","ham","batch"
"Team meeting has been moved to 3 PM tomorrow. Please confirm your availability. Ref #31","ham","batch"
"Can you review the attached report before our project check-in this afternoon? Ref #32","ham","batch"
"Dinner is still planned for 7 PM tonight, and I will book the usual table. Ref #33","ham","batch"
"Your library books are due next Monday, so please return them when convenient. Ref #34","ham","batch"
"Please remember to submit the lab worksheet before class starts tomorrow morning. Ref #35","ham","batch"
"Team meeting has been moved to 3 PM tomorrow. Please confirm your availability. Ref #36","ham","batch"
"Can you review the attached report before our project check-in this afternoon? Ref #37","ham","batch"
"Dinner is still planned for 7 PM tonight, and I will book the usual table. Ref #38","ham","batch"
"Your library books are due next Monday, so please return them when convenient. Ref #39","ham","batch"
"Please remember to submit the lab worksheet before class starts tomorrow morning. Ref #40","ham","batch"
"Team meeting has been moved to 3 PM tomorrow. Please confirm your availability. Ref #41","ham","batch"
"Can you review the attached report before our project check-in this afternoon? Ref #42","ham","batch"
"Dinner is still planned for 7 PM tonight, and I will book the usual table. Ref #43","ham","batch"
"Your library books are due next Monday, so please return them when convenient. Ref #44","ham","batch"
"Please remember to submit the lab worksheet before class starts tomorrow morning. Ref #45","ham","batch"
"Team meeting has been moved to 3 PM tomorrow. Please confirm your availability. Ref #46","ham","batch"
"Can you review the attached report before our project check-in this afternoon? Ref #47","ham","batch"
"Dinner is still planned for 7 PM tonight, and I will book the usual table. Ref #48","ham","batch"
"Your library books are due next Monday, so please return them when convenient. Ref #49","ham","batch"
"Please remember to submit the lab worksheet before class starts tomorrow morning. Ref #50","ham","batch"
